organization_identifier,organization_formal_name,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,monitoring_location_identifier,characteristic_name,subject_taxonomic_name,result_measure_value,result_measure_measure_unit_code,result_status_identifier,result_analytical_method_method_name,provider_name,monitoring_location_name,monitoring_location_type_name,huc_eight_digit_code,latitude_measure,longitude_measure
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-05-16,13:13:00,PDT,KLAMATHTRIBES_WQX-KL0008,Dissolved oxygen (DO),NA,8.8,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT MID-LAKE NORTH,Lake,18010203,42.441361,-121.998833
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-08-14,12:32:00,PDT,KLAMATHTRIBES_WQX-KL0006,pH,NA,8.93,count,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-10-09,13:22:00,PDT,KLAMATHTRIBES_WQX-KL0006,"Total Phosphorus, mixed forms",NA,201.7,ug/L,Final,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-18,13:08:00,PDT,KLAMATHTRIBES_WQX-PB,Ammonia-nitrogen,NA,22.6,ug/L,Final,4500 NH3 H ~ Ammonia by Flow Injection Analysis,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-18,14:03:00,PDT,KLAMATHTRIBES_WQX-WS,"Total Phosphorus, mixed forms",NA,19.2,ug/L,Final,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,STORET,WEATHER STATION,Lake,18010203,42.53142778,-121.93111111
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-29,15:51:00,PDT,KLAMATHTRIBES_WQX-PB,Dissolved oxygen saturation,NA,134.562568712696,%,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-08-08,12:18:00,PDT,KLAMATHTRIBES_WQX-KL0006,Ammonia-nitrogen,NA,233.575,ug/L,Final,4500 NH3 H ~ Ammonia by Flow Injection Analysis,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-18,09:13:00,PDT,KLAMATHTRIBES_WQX-KL0004,Nitrogen,NA,3498,ug/L,Final,4500 N C ~ Persufate Method for Total Nitrogen,STORET,UPPER KLAMATH LAKE AT WOCUS BAY,Lake,18010203,42.32689,-121.919922
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-01-18,11:25:00,PDT,KLAMATHTRIBES_WQX-KL0005,Dissolved oxygen saturation,NA,83.518090894885,%,Final,NA,STORET,UPPER KLAMATH LAKE AT MID-LAKE,Lake,18010203,42.369083,-121.848694
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-08-21,09:22:00,PDT,KLAMATHTRIBES_WQX-KL0010,pH,NA,8.06,count,Final,NA,STORET,AGENCY LAKE SOUTH,Lake,18010203,42.523583,-121.984278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-10-09,13:22:00,PDT,KLAMATHTRIBES_WQX-KL0006,Dissolved oxygen (DO),NA,8.53,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-18,13:40:00,PDT,KLAMATHTRIBES_WQX-KL0010,pH,NA,9.66,count,Final,NA,STORET,AGENCY LAKE SOUTH,Lake,18010203,42.523583,-121.984278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-18,11:17:00,PDT,KLAMATHTRIBES_WQX-KL0006,"Depth, Secchi disk depth",NA,1.5,m,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-04,12:41:00,PDT,KLAMATHTRIBES_WQX-KL0006,Conductivity,NA,102,mS/cm,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-01-18,09:25:00,PDT,KLAMATHTRIBES_WQX-KL0002,Water Temperature,NA,1,deg C,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN MARINA,Lake,18010203,42.241722,-121.822306
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-04,13:12:00,PDT,KLAMATHTRIBES_WQX-KL0007,Dissolved oxygen saturation,NA,135.78237505661,%,Final,NA,STORET,UPPER KLAMATH LAKE AT SHOAL WATER BAY,Lake,18010203,42.40725,-121.963083
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-01-18,12:12:00,PDT,KLAMATHTRIBES_WQX-KL0006,Water Temperature,NA,2.1,deg C,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-04,15:04:00,PDT,KLAMATHTRIBES_WQX-WS,Dissolved oxygen saturation,NA,131.856855153378,%,Final,NA,STORET,WEATHER STATION,Lake,18010203,42.53142778,-121.93111111
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-10-02,13:21:00,PDT,KLAMATHTRIBES_WQX-KL0006,"Depth, Secchi disk depth",NA,0.5,m,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-29,12:49:00,PDT,KLAMATHTRIBES_WQX-KL0006,Dissolved oxygen (DO),NA,7.58,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-11,10:30:00,PDT,KLAMATHTRIBES_WQX-KL0006,Water Temperature,NA,15.96,deg C,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-09,12:13:00,PDT,KLAMATHTRIBES_WQX-PB,Dissolved oxygen (DO),NA,8,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-08-21,11:36:00,PDT,KLAMATHTRIBES_WQX-KL0006,Conductivity,NA,121,mS/cm,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-29,15:22:00,PDT,KLAMATHTRIBES_WQX-KL0008,Nitrogen,NA,1760,ug/L,Final,4500 N C ~ Persufate Method for Total Nitrogen,STORET,UPPER KLAMATH LAKE AT MID-LAKE NORTH,Lake,18010203,42.441361,-121.998833
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-09,15:09:00,PDT,KLAMATHTRIBES_WQX-KL0006,"Depth, Secchi disk depth",NA,0.3,m,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-05-16,13:13:00,PDT,KLAMATHTRIBES_WQX-KL0008,Water Temperature,NA,13.8,deg C,Final,NA,STORET,UPPER KLAMATH LAKE AT MID-LAKE NORTH,Lake,18010203,42.441361,-121.998833
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-11,12:55:00,PDT,KLAMATHTRIBES_WQX-PB,Dissolved oxygen (DO),NA,8.98,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-10-23,12:09:00,PDT,KLAMATHTRIBES_WQX-KL0008,Dissolved oxygen (DO),NA,12.21,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT MID-LAKE NORTH,Lake,18010203,42.441361,-121.998833
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-10-02,11:42:00,PDT,KLAMATHTRIBES_WQX-KL0010,"Total Phosphorus, mixed forms",NA,47.6,ug/L,Final,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,STORET,AGENCY LAKE SOUTH,Lake,18010203,42.523583,-121.984278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-08-08,12:18:00,PDT,KLAMATHTRIBES_WQX-KL0006,Dissolved oxygen (DO),NA,4.49,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-18,13:08:00,PDT,KLAMATHTRIBES_WQX-PB,Dissolved oxygen saturation,NA,132.628427460784,%,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-04,14:30:00,PDT,KLAMATHTRIBES_WQX-KL0010,"Depth, Secchi disk depth",NA,0.6,m,Final,NA,STORET,AGENCY LAKE SOUTH,Lake,18010203,42.523583,-121.984278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-22,12:36:00,PDT,KLAMATHTRIBES_WQX-KL0007,Dissolved oxygen (DO),NA,14.5,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT SHOAL WATER BAY,Lake,18010203,42.40725,-121.963083
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-18,11:17:00,PDT,KLAMATHTRIBES_WQX-KL0006,Water Temperature,NA,16.7,deg C,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-11,12:55:00,PDT,KLAMATHTRIBES_WQX-PB,"Total Phosphorus, mixed forms",NA,38,ug/L,Final,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-09-11,NA,NA,KLAMATHTRIBES_WQX-PB,Nitrogen,NA,238.3,ug/L,Final,4500 N C ~ Persufate Method for Total Nitrogen,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-03-16,11:10:00,PDT,KLAMATHTRIBES_WQX-KL0006,Nitrogen,NA,1776.068148,ug/L,Final,4500 N C ~ Persufate Method for Total Nitrogen,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-18,09:41:00,PDT,KLAMATHTRIBES_WQX-KL0005,Nitrogen,NA,1451,ug/L,Final,4500 N C ~ Persufate Method for Total Nitrogen,STORET,UPPER KLAMATH LAKE AT MID-LAKE,Lake,18010203,42.369083,-121.848694
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-22,14:09:00,PDT,KLAMATHTRIBES_WQX-PB,Water Temperature,NA,14.73,deg C,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-31,10:36:00,PDT,KLAMATHTRIBES_WQX-KL0006,Dissolved oxygen saturation,NA,76.5249445758281,%,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-03-16,12:45:00,PDT,KLAMATHTRIBES_WQX-KL0008,Dissolved oxygen saturation,NA,105.247586780856,%,Final,NA,STORET,UPPER KLAMATH LAKE AT MID-LAKE NORTH,Lake,18010203,42.441361,-121.998833
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-10-09,14:56:00,PDT,KLAMATHTRIBES_WQX-PB,Dissolved oxygen saturation,NA,125.863931547234,%,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-06-29,12:49:00,PDT,KLAMATHTRIBES_WQX-KL0006,Dissolved oxygen (DO),NA,9.74,mg/L,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-26,10:12:00,PDT,KLAMATHTRIBES_WQX-PB,Water Temperature,NA,15.5,deg C,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN BAY,Lake,18010203,42.456222,-122.070778
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-18,07:58:00,PDT,KLAMATHTRIBES_WQX-KL0002,Conductivity,NA,106,mS/cm,Final,NA,STORET,UPPER KLAMATH LAKE AT PELICAN MARINA,Lake,18010203,42.241722,-121.822306
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-26,08:08:00,PDT,KLAMATHTRIBES_WQX-WS,Nitrate + Nitrite,NA,0,ug/L,Final,4500 NO3 F ~ Nitrate in Water- Automated Cadmium Reduction,STORET,WEATHER STATION,Lake,18010203,42.53142778,-121.93111111
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-05-16,14:22:00,PDT,KLAMATHTRIBES_WQX-KL0010,"Total Phosphorus, mixed forms",NA,26,ug/L,Final,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,STORET,AGENCY LAKE SOUTH,Lake,18010203,42.523583,-121.984278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-07-18,10:45:00,PDT,KLAMATHTRIBES_WQX-KL0006,pH,NA,9.22,count,Final,NA,STORET,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,18010203,42.422083,-121.943278
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),1990-11-27,11:59:00,PDT,KLAMATHTRIBES_WQX-KL0007,Water Temperature,NA,2.9,deg C,Final,NA,STORET,UPPER KLAMATH LAKE AT SHOAL WATER BAY,Lake,18010203,42.40725,-121.963083
